LocInfo,TECHNO,LAC,CI,COORD_X,COORD_Y,LON,LAT,min_dt,max_dt,NOM_SITE
8102f81000999202,4G,1,10064386,794068,2088199,4.831664,45.766391,2019/03/15,2019/06/22,LYON_LA_PECHERIE
8102f8100099a102,4G,1,10068226,794540,2084276,4.836125,45.73098,2019/03/15,2019/06/22,LYN_SIMON_FRYD
8102f8100099ad09,4G,1,10071305,792895,2085293,4.815415,45.740593,2019/03/15,2019/06/22,LYON_CONFLUENCE
8102f81000aef002,4G,1,11464706,795354,2087231,4.847789,45.757318,2019/05/26,2019/06/22,LYON_METRO_BTS_H
0102f810041f0242,3G,1055,578,795035,2085017,4.842784,45.737501,2019/03/15,2019/06/22,LYON_CLEMENT_MAROT
0102f810041f2689,3G,1055,9865,793843,2085072,4.827499,45.738336,2019/03/15,2019/06/22,LYON_GIRONDINS
0102f810041f2eaf,3G,1055,11951,794068,2088199,4.831664,45.766391,2019/03/15,2019/06/22,LYON_LA_PECHERIE
0102f810041f3a0f,3G,1055,14863,793537,2085865,4.823892,45.745554,2019/03/15,2019/06/22,LYON_CHARLEMAGNE
0102f810041f8dfa,3G,1055,36346,795258,2086623,4.846306,45.751878,2019/03/15,2019/06/22,LYON_PL_V_BASCH
0102f81007083694,3G,1800,13972,796282,2086498,4.859408,45.750459,2019/03/15,2019/06/22,LYON_VIVIER_MERLE
0102f8100708f2d1,3G,1800,62161,795560,2088185,4.850827,45.765837,2019/03/15,2019/06/22,LYON_BUGEAUD
8102f81000995708,4G,1,10049288,793608,2089080,4.826112,45.774444,2019/03/15,2019/06/22,LYON_CANUTS
8102f81000997001,4G,1,10055681,795538,2086856,4.849999,45.753893,2019/03/15,2019/06/22,LYN_FELIX_FAURE
8102f81000999e0c,4G,1,10067468,793780,2087047,4.827494,45.756114,2019/03/15,2019/06/22,LYON_RUE_DU_PLAT
8102f8100099b105,4G,1,10072325,795865,2086522,4.854062,45.750795,2019/03/15,2019/06/22,LYON_GAMBETTA
8102f81000a17304,4G,1,10580740,813056,2083116,5.073328,45.715003,2019/03/15,2019/06/22,TGVN_SATOLAS
0102f810041cf12c,3G,1052,61740,813515,2083730,5.079495,45.720379,2019/03/15,2019/06/22,AEROPORT_ST_EXUPERY
0102f810041ecc31,3G,1054,52273,793830,2084114,4.826943,45.729725,2019/03/15,2019/06/22,LYN_NORMALE_SUP
0102f810041f181b,3G,1055,6171,794770,2085298,4.839496,45.740104,2019/03/15,2019/06/22,LYON_LA_MOUCHE
0102f810041f8af1,3G,1055,35569,795000,2087449,4.843331,45.75938,2019/03/15,2019/06/22,LYON_LIBERTE
0102f810041f9d56,3G,1055,40278,795686,2086304,4.851673,45.748887,2019/03/15,2019/06/22,LYN_PL_STALINGRAD
0102f8100708880a,3G,1800,34826,796293,2086911,4.859719,45.75417,2019/03/15,2019/06/22,LYON_RENAUDEL
0102f8100708f9c9,3G,1800,63945,795275,2088370,4.847242,45.767583,2019/03/15,2019/06/22,LYON_CREQUI
0102f81051093e61,3G,20745,15969,792854,2087022,4.815589,45.756152,2019/03/15,2019/06/22,LYON_WERNERT
0102f81051098940,3G,20745,35136,793122,2088725,4.819723,45.77139,2019/03/15,2019/06/22,LYON_CLOS_JOUVE
8102f8100099690c,4G,1,10053900,793482,2089632,4.824717,45.779443,2019/03/15,2019/06/22,LYON_LA_CROIX_ROUSSE
8102f81000999a05,4G,1,10066437,792858,2088191,4.816114,45.766663,2019/03/15,2019/06/22,LYON_QUAI_PIERRE_SCIZE
8102f81000aeca01,4G,1,11454977,795354,2087231,4.847789,45.757318,2019/05/26,2019/06/22,LYON_METRO_BTS_H
0102f8100068072d,3G,104,1837,802215,2082439,4.933889,45.712223,2019/03/15,2019/06/22,ST_PRIEST_PARC_TECHNO
0102f810041f32a1,3G,1055,12961,793609,2086300,4.824994,45.749445,2019/03/15,2019/06/22,LYON_PERRACHE
0102f810041f3382,3G,1055,13186,794924,2089153,4.843053,45.774724,2019/03/15,2019/06/22,LYON_GRANDE_BRETAGNE
0102f810041f8455,3G,1055,33877,795043,2086760,4.843601,45.753172,2019/03/15,2019/06/22,LYON_MONCEY
0102f810041f9342,3G,1055,37698,794025,2086750,4.83052,45.753373,2019/03/15,2019/06/22,LYON_CHARITE
0102f810041ff0bb,3G,1055,61627,795043,2086760,4.843601,45.753172,2019/03/15,2019/06/22,LYON_MONCEY
0102f8100708ced4,3G,1800,52948,795560,2088185,4.850827,45.765837,2019/03/15,2019/06/22,LYON_BUGEAUD
0102f8105109abb9,3G,20745,43961,792854,2087022,4.815589,45.756152,2019/03/15,2019/06/22,LYON_WERNERT
0102f8105109c011,3G,20745,49169,792854,2087022,4.815589,45.756152,2019/03/15,2019/06/22,LYON_WERNERT
8102f81000995b02,4G,1,10050306,796187,2086845,4.858331,45.753607,2019/03/15,2019/06/22,LYN_BIR_HAKEIM
8102f81000997301,4G,1,10056449,793343,2087898,4.822226,45.76389,2019/03/15,2019/06/22,LYON_FOURVIERE_TDF
8102f810009d2e02,4G,1,10300930,795000,2087449,4.843331,45.75938,2019/03/15,2019/06/22,LYON_LIBERTE
8102f81000a13306,4G,1,10564358,794153,2088112,4.83272,45.765584,2019/03/15,2019/06/22,LYN_CHAVANNE_HCL
8102f81000a4bb01,4G,1,10795777,794510,2086290,4.836562,45.749098,2019/03/15,2019/06/22,LYON_CLAUDE_BERNARD
0102f810041c8778,3G,1052,34680,813515,2083730,5.079495,45.720379,2019/03/15,2019/06/22,AEROPORT_ST_EXUPERY
0102f810041f24c3,3G,1055,9411,794845,2088205,4.841649,45.766222,2019/03/15,2019/06/22,LYON_GENERAL_SARRAIL
0102f810041ff2ea,3G,1055,62186,793396,2085521,4.821941,45.742501,2019/03/15,2019/06/22,LYON_PERIER
0102f8100708f7f1,3G,1800,63473,795560,2088185,4.850827,45.765837,2019/03/15,2019/06/22,LYON_BUGEAUD
8102f81000995604,4G,1,10049028,794385,2088425,4.835829,45.768332,2019/03/15,2019/06/22,LYON_BEAUX_ARTS
8102f81000998e07,4G,1,10063367,793830,2084114,4.826943,45.729725,2019/03/15,2019/06/22,LYN_NORMALE_SUP
