,LocInfo,TECHNO,LAC,CI,COORD_X,COORD_Y,LON,LAT,min_dt,max_dt,NOM_SITE
404,0102f81003169e9f,3G,790,40607,602280,2415080,2.3674880000000003,48.734219,2019/03/15,2019/06/22,ORLY
412,0102f8100317250a,3G,791,9482,599347,2432734,2.327605,48.892891999999996,2019/03/15,2019/06/22,GUY_MOQUET_METRO_L13
413,0102f810031769e2,3G,791,27106,602751,2427403,2.373966,48.844975,2019/03/15,2019/06/22,GARE_DE_LYON_RER_A
427,0102f81003fada86,3G,1018,55942,601257,2431026,2.3536330000000003,48.877541,2019/03/15,2019/06/22,PETITS_HOTELS
428,0102f81003fb0ad7,3G,1019,2775,601804,2428911,2.361077,48.858532000000004,2019/03/15,2019/06/22,MUSEE_PICASSO
429,0102f81003fb0bdc,3G,1019,3036,601795,2425906,2.3609419999999997,48.831524,2019/03/15,2019/06/22,LYCEE_CHASLES
431,0102f81003fb1a8b,3G,1019,6795,603690,2426470,2.386745,48.836585,2019/03/15,2019/06/22,GARE_BERCY_BIS
433,0102f81003fb1f38,3G,1019,7992,601647,2429312,2.35894,48.862136,2019/03/15,2019/06/22,CENTRAL_FT_BONDEVILLE_PARIS_INDOOR
434,0102f81003fb2924,3G,1019,10532,603073,2426666,2.378346,48.83835,2019/03/15,2019/06/22,POPB_INDOOR_ANNEXES
436,0102f81003fb4c2e,3G,1019,19502,603591,2429220,2.38542,48.861302,2019/03/15,2019/06/22,PLACE_METIVIER
437,0102f81003fb5342,3G,1019,21314,603916,2433176,2.389883,48.896853,2019/03/15,2019/06/22,CITE_DES_SCIENCES
438,0102f81003fb7565,3G,1019,30053,601443,2429019,2.35616,48.859503000000004,2019/03/15,2019/06/22,ARCHIVES
439,0102f81003fb78b8,3G,1019,30904,603030,2425245,2.37775,48.825579,2019/03/15,2019/06/22,MASSENA_CHEVALERET
440,0102f81003fba418,3G,1019,42008,601886,2431880,2.362207,48.885215,2019/03/15,2019/06/22,PLACE_DE_LA_CHAPELLE
441,0102f81003fbb289,3G,1019,45705,602728,2426334,2.373646,48.835368,2019/03/15,2019/06/22,JAMES_JOYCE_PROV
444,0102f81003fbd18d,3G,1019,53645,602389,2432321,2.369064,48.889177000000004,2019/03/15,2019/06/22,MARCHE_RIQUET
453,0102f8100404788a,3G,1028,30858,597685,2428685,2.304975,48.856499,2019/03/15,2019/06/22,RAPP_BOSQUET_BIS
454,0102f8100404dcdd,3G,1028,56541,598365,2428296,2.314238,48.853004999999996,2019/03/15,2019/06/22,BRETEUIL_BIS
455,0102f8100404fb88,3G,1028,64392,596942,2427047,2.294867,48.841774,2019/03/15,2019/06/22,SQUARE_LAMBERT
457,0102f81004051945,3G,1029,6469,598273,2430551,2.312976,48.873271,2019/03/15,2019/06/22,OSM_CA_VILLAGE_PARIS_INDOOR
459,0102f81004052a1f,3G,1029,10783,596741,2429875,2.2921080000000003,48.867189,2019/03/15,2019/06/22,RUE_LAURISTON
462,0102f81004053670,3G,1029,13936,597190,2430915,2.298218,48.876538000000004,2019/03/15,2019/06/22,OSM_EDF_WAGRAM_PARIS_INDOOR
464,0102f81004057b3e,3G,1029,31550,597930,2430398,2.308303,48.871895,2019/03/15,2019/06/22,LA_BOETIE
465,0102f8100405c915,3G,1029,51477,596268,2429032,2.285672,48.859609999999996,2019/03/15,2019/06/22,BIR_HAKEIM
905,0102f81016114d3d,3G,5649,19773,601251,2429827,2.353548,48.866765,2019/03/15,2019/06/22,MM_GAITE_LYRIQUE_EVENT_2016
967,0102f81024033071,3G,9219,12401,615576,2444884,2.549246,49.001894,2019/03/15,2019/06/22,ROISSY_SERVAIR
971,0102f81024035ed3,3G,9219,24275,613210,2444420,2.516916,48.997777,2019/03/15,2019/06/22,ROISSY_EN_FRANCE
1218,0102f810620465a3,3G,25092,26019,600988,2431464,2.349968,48.881478,2019/03/15,2019/06/22,OSM_TEXTUEL_LAMINE_PARIS_INDOOR
1219,0102f8106204f8bf,3G,25092,63679,599644,2432770,2.3316529999999998,48.893215999999995,2019/03/15,2019/06/22,GUY_MOQUET
1220,0102f81062065563,3G,25094,21859,599099,2430559,2.32423,48.873345,2019/03/15,2019/06/22,MATHURINS_ARCADE
1225,0102f8106207f232,3G,25095,62002,601459,2425497,2.3563669999999997,48.827849,2019/03/15,2019/06/22,AVENUE_ITALIE
1404,0102f81075045543,3G,29956,21827,599558,2427172,2.3304869999999998,48.842905,2019/03/15,2019/06/22,CHAPLAIN
1405,0102f81075045c4d,3G,29956,23629,599544,2427081,2.3302970000000003,48.842087,2019/03/15,2019/06/22,CHAUMIERE
1406,0102f810750494c5,3G,29956,38085,600640,2427307,2.345221,48.844118,2019/03/15,2019/06/22,ESTRAPADE_EU
1407,0102f8107504eee5,3G,29956,61157,598738,2427074,2.319322,48.842023,2019/03/15,2019/06/22,GARE_MONTPARNASSE_TER
1409,0102f81096fe7468,3G,38654,29800,598226,2429767,2.312339,48.866225,2019/03/15,2019/06/22,MM_GP_FIAC_2011_EVENT
1410,0102f810970200fe,3G,38658,254,597888,2431026,2.307728,48.877539,2019/03/15,2019/06/22,HAUSSMAN_BIS
2046,8102f810016e5b0c,4G,1,24009484,602579,2427599,2.371625,48.846738,2019/03/15,2019/06/22,AUSTERLITZ_BIS
2047,8102f810016e630d,4G,1,24011533,597094,2430018,2.296916,48.868476,2019/03/15,2019/06/22,BASSANO
2048,8102f810016e8602,4G,1,24020482,601133,2432353,2.351946,48.889468,2019/03/15,2019/06/22,CHATEAU_ROUGE
2050,8102f810016e9a07,4G,1,24025607,600810,2432313,2.347544,48.889109000000005,2019/03/15,2019/06/22,CUSTINE_EU
2052,8102f810016ef70a,4G,1,24049418,601210,2425345,2.352977,48.826484,2019/03/15,2019/06/22,MAISON_BLANCHE
2053,8102f810016f1102,4G,1,24056066,599210,2427071,2.325749,48.841997,2019/03/15,2019/06/22,ODESSA
2054,8102f810016f4702,4G,1,24069890,598503,2425308,2.316129,48.82615,2019/03/15,2019/06/22,PORTE_DE_CHATILLON
2055,8102f810016f6d05,4G,1,24079621,603690,2425903,2.38674,48.831489000000005,2019/03/15,2019/06/22,RUE_KESSEL
2058,8102f810016fd705,4G,1,24106757,598947,2432404,2.3221540000000003,48.889926,2019/03/15,2019/06/22,RUE_LACROIX
2088,8102f81001718005,4G,1,24215557,602462,2414443,2.369957,48.728493,2019/03/15,2019/06/22,ORLY_SUD_PISTES_EST
2092,8102f81001720901,4G,1,24250625,602908,2427755,2.376106,48.848138,2019/03/15,2019/06/22,PLACE_ALIGRE_EU
2093,8102f81001720c0a,4G,1,24251402,597913,2430278,2.308072,48.870816,2019/03/15,2019/06/22,PONTHIEU
2095,8102f81001721f01,4G,1,24256257,598417,2432650,2.31493,48.892136,2019/03/15,2019/06/22,PONT_CARDINET
2099,8102f8100172cb04,4G,1,24300292,599674,2427009,2.332067,48.841440000000006,2019/03/15,2019/06/22,MONTPARNASSE_BIS
2100,8102f8100172da07,4G,1,24304135,601975,2416084,2.363348,48.743244,2019/03/15,2019/06/22,ORLY_AIR_INTER_BIS
2103,8102f81001730b02,4G,1,24316674,595221,2428553,2.271417,48.855298,2019/03/15,2019/06/22,SQUARE_MOZART
2107,8102f81001735808,4G,1,24336392,597993,2427870,2.309174,48.849175,2019/03/15,2019/06/22,VILLA_DE_SAXE
2109,8102f81001744f05,4G,1,24399621,599736,2429985,2.332909,48.868187,2019/03/15,2019/06/22,RUE_D_ANTIN
2129,8102f8100176480f,4G,1,24528911,602525,2426585,2.370884,48.837624,2019/03/15,2019/06/22,TUNNEL_GSMR_AUSTERLITZ_GARE
2130,8102f81001764a05,4G,1,24529413,600419,2429201,2.342213,48.86114,2019/03/15,2019/06/22,QUAI_LOUVRE
2137,8102f81001779005,4G,1,24612869,601945,2425613,2.3629830000000003,48.828891,2019/03/15,2019/06/22,PARC_DE_CHOISY_BIS
2142,8102f8100177ee01,4G,1,24636929,598239,2429760,2.312516,48.866162,2019/03/15,2019/06/22,GRAND_PALAIS
2159,8102f8100179c206,4G,1,24756742,600445,2430301,2.342568,48.871026,2019/03/15,2019/06/22,GRANDS_BOULEVARDS_METRO_L8_L9
2165,8102f810017a880c,4G,1,24807436,598585,2432911,2.317218,48.894482,2019/03/15,2019/06/22,RERC_P_CLICHY
2170,8102f810017b8301,4G,1,24871681,596816,2430354,2.293126,48.871495,2019/03/15,2019/06/22,KLEBER_METRO_L6
2176,8102f810017d3001,4G,1,24981505,600313,2430058,2.340769,48.868843,2019/03/15,2019/06/22,BOURSE_METRO_L3
2538,0102f810031621c9,3G,790,8649,601645,2414485,2.358857,48.728873,2019/03/15,2019/06/22,ORLY_OUEST_PISTES
2543,0102f81003165a26,3G,790,23078,601645,2414485,2.358857,48.728873,2019/03/15,2019/06/22,ORLY_OUEST_PISTES
2556,0102f81003173939,3G,791,14649,600742,2428319,2.3466110000000002,48.853213000000004,2019/03/15,2019/06/22,SAINT_MICHEL_RER_B
2557,0102f8100317640e,3G,791,25614,599210,2430198,2.325743,48.8701,2019/03/15,2019/06/22,MADELEINE_METRO_L8_L12
2558,0102f8100317a4fa,3G,791,42234,600241,2430390,2.339789,48.871826,2019/03/15,2019/06/22,RICHELIEU_DROUOT_METRO_L8_L9
2559,0102f8100317a55d,3G,791,42333,602774,2427486,2.3742799999999997,48.845721000000005,2019/03/15,2019/06/22,GARE_DE_LYON_METRO_L1
2569,0102f81003fb0542,3G,1019,1346,603010,2431464,2.3775209999999998,48.881471999999995,2019/03/15,2019/06/22,AVENUE_SECRETAN
2571,0102f81003fb18fc,3G,1019,6396,604146,2432238,2.393009,48.888422,2019/03/15,2019/06/22,STADE_LADOUMEGUE
2573,0102f81003fb1f72,3G,1019,8050,601440,2428486,2.356118,48.854713000000004,2019/03/15,2019/06/22,LOUIS_PHILIPPE
2575,0102f81003fb2c98,3G,1019,11416,603591,2429220,2.38542,48.861302,2019/03/15,2019/06/22,PLACE_METIVIER
2579,0102f81003fba182,3G,1019,41346,601513,2426220,2.357104,48.834346999999994,2019/03/15,2019/06/22,MAIRIE_DU_13EME
2580,0102f81003fbaa01,3G,1019,43521,604185,2431735,2.393535,48.883901,2019/03/15,2019/06/22,RUE_DE_TOULOUSE
2582,0102f81003fbc630,3G,1019,50736,601036,2427828,2.3506139999999998,48.8488,2019/03/15,2019/06/22,PARADIS_LATIN
2583,0102f81003fbcca3,3G,1019,52387,603690,2425903,2.38674,48.831489000000005,2019/03/15,2019/06/22,RUE_KESSEL
2593,0102f8100404530a,3G,1028,21258,598795,2428515,2.3200939999999997,48.854974,2019/03/15,2019/06/22,CITE_VANEAU
2594,0102f8100404740e,3G,1028,29710,599473,2428202,2.329328,48.852162,2019/03/15,2019/06/22,CHAISE_RECAMIER
2595,0102f8100404c341,3G,1028,49985,597457,2427021,2.30188,48.841543,2019/03/15,2019/06/22,ST_LAMBERT_IDF
2596,0102f810040506ff,3G,1029,1791,595204,2426778,2.2712060000000003,48.839346,2019/03/15,2019/06/22,LE_PONANT
2597,0102f81004053136,3G,1029,12598,597900,2429645,2.3078990000000004,48.865127,2019/03/15,2019/06/22,OSM_LVMH_BAYARD_INDOOR
2598,0102f81004057569,3G,1029,30057,599664,2429789,2.331928,48.866425,2019/03/15,2019/06/22,MARCHE_ST_HONORE
2599,0102f81004058d58,3G,1029,36184,595360,2427813,2.273318,48.848649,2019/03/15,2019/06/22,MOLITOR_EU
2600,0102f8100405919d,3G,1029,37277,596039,2427765,2.282565,48.848222,2019/03/15,2019/06/22,CC_BEAUGRENELLE_PARIS
2601,0102f8100405b2cd,3G,1029,45773,598112,2430500,2.3107830000000003,48.872811999999996,2019/03/15,2019/06/22,LA_BOETIE_PERCIER_BIS
2602,0102f8100405c618,3G,1029,50712,600048,2430580,2.337159,48.873534,2019/03/15,2019/06/22,LAFFITTE_NODE_B_2
2603,0102f8100405efce,3G,1029,61390,598765,2430480,2.3196790000000003,48.872634000000005,2019/05/26,2019/06/22,OSMSLA_GAN_ASTORG
3018,0102f810160fc77e,3G,5647,51070,598574,2431589,2.317073,48.882601,2019/03/15,2019/06/22,DAMES
3019,0102f81016110aac,3G,5649,2732,601206,2428667,2.3529310000000003,48.85634,2019/03/15,2019/06/22,MM_MAIRIE_PARIS_GBA_2014_EVENT
3020,0102f810161112c1,3G,5649,4801,601271,2429800,2.3538200000000002,48.866523,2019/03/15,2019/06/22,REAUMUR_SEBASTOPOL
3021,0102f810161132a7,3G,5649,12967,600484,2429550,2.343099,48.864277,2019/03/15,2019/06/22,RIVOLI
3192,0102f81038051663,3G,14341,5731,601922,2424970,2.3626669999999996,48.823112,2019/03/15,2019/06/22,JARDIN_MIRO
3301,0102f81062040449,3G,25092,1097,599561,2433152,2.330521,48.896649,2019/03/15,2019/06/22,LEIBNITZ
3302,0102f81062045cff,3G,25092,23807,600326,2431915,2.340948,48.885532,2019/03/15,2019/06/22,SQUARE_WILLETTE
3303,0102f81062047496,3G,25092,29846,600536,2433424,2.343811,48.899094,2019/03/15,2019/06/22,FRANCIS_DE_CROISSET
3304,0102f8106204aa3f,3G,25092,43583,599973,2432350,2.336137,48.889441,2019/03/15,2019/06/22,CAULAINCOURT_BIS
3305,0102f81062060bda,3G,25094,3034,599365,2430254,2.327854,48.870604,2019/03/15,2019/06/22,RUE_DE_SEZE_BIS
3306,0102f81062074878,3G,25095,18552,598503,2425308,2.316129,48.82615,2019/03/15,2019/06/22,BACHELARD
3307,0102f81062074fc9,3G,25095,20425,601070,2424300,2.351069,48.817091999999995,2019/03/15,2019/06/22,GENTILLY
3308,0102f81062076be7,3G,25095,27623,596007,2426005,2.282146,48.832404,2019/03/15,2019/06/22,PORTE_DE_SEVRES
3309,0102f8106207ce3d,3G,25095,52797,601048,2425806,2.350773,48.830627,2019/03/15,2019/06/22,CORVISART
3503,0102f81075041f53,3G,29956,8019,599020,2426413,2.323163,48.836083,2019/03/15,2019/06/22,VERCINGETORIX_EU
3504,0102f810750430e8,3G,29956,12520,599298,2427919,2.326946,48.849618,2019/03/15,2019/06/22,RENNES_CHERCHE_MIDI
3505,0102f81075043c04,3G,29956,15364,600253,2426453,2.33995,48.836443,2019/03/15,2019/06/22,CASSINI_PROV
3506,0102f81075044995,3G,29956,18837,600480,2427625,2.3430419999999996,48.846976,2019/03/15,2019/06/22,PANTHEON_1_MB
3507,0102f81075045539,3G,29956,21817,600876,2427052,2.348434,48.841826,2019/03/15,2019/06/22,MONGE
3508,0102f81075046cec,3G,29956,27884,597930,2426620,2.308322,48.83794,2019/03/15,2019/06/22,DUTOT
3509,0102f8107504ff56,3G,29956,65366,600679,2427811,2.345752,48.848648,2019/03/15,2019/06/22,LUXEMBOURG
4146,8102f810016e3508,4G,1,23999752,596566,2426046,2.289756,48.832775,2019/03/15,2019/06/22,CROIX_NIVERT
4148,8102f810016e6f06,4G,1,24014598,603488,2433342,2.38405,48.898348,2019/03/15,2019/06/22,BLD_MAC_DONALD
4150,8102f810016edd0c,4G,1,24042764,600480,2431240,2.3430459999999997,48.879466,2019/03/15,2019/06/22,LA_FAYETTE
4151,8102f810016ef10a,4G,1,24047882,597754,2431610,2.305899,48.882787,2019/03/15,2019/06/22,LYCEE_CARNOT
4152,8102f810016efc09,4G,1,24050697,601905,2432386,2.3624680000000002,48.889762,2019/03/15,2019/06/22,MARX_DORMOY_EU
4153,8102f810016f1f08,4G,1,24059656,600965,2430020,2.349652,48.868501,2019/03/15,2019/06/22,PASSAGE_DE_CLERY
4155,8102f810016f2601,4G,1,24061441,603911,2428929,2.389776,48.858684000000004,2019/03/15,2019/06/22,PHILIPPE_AUGUSTE_MENIL
4156,8102f810016f4302,4G,1,24068866,600803,2430443,2.3474459999999997,48.872302000000005,2019/03/15,2019/06/22,PROVENCE_POISSONNIERES
4157,8102f810016f6d02,4G,1,24079618,603690,2425903,2.38674,48.831489000000005,2019/03/15,2019/06/22,RUE_KESSEL
4158,8102f810016f7306,4G,1,24081158,601213,2430752,2.353032,48.875079,2019/03/15,2019/06/22,RUE_DE_PARADIS
4174,8102f81001708706,4G,1,24151814,600755,2429890,2.346791,48.867332,2019/03/15,2019/06/22,CITE_MONTMARTRE
4214,8102f81001739e04,4G,1,24354308,596343,2425818,2.286722,48.830725,2019/03/15,2019/06/22,PARC_EXPOS_HALL_2_INDOOR
4220,8102f81001748e07,4G,1,24415751,599659,2427880,2.331862,48.849268,2019/03/15,2019/06/22,SENAT_BONAPARTE
4228,8102f81001752902,4G,1,24455426,613666,2444132,2.523135,48.995179,2019/03/15,2019/06/22,ROISSY_FRET
4242,8102f81001769a04,4G,1,24549892,598503,2425308,2.316129,48.82615,2019/03/15,2019/06/22,BACHELARD
4254,8102f8100177fe08,4G,1,24641032,600496,2427630,2.34326,48.847021000000005,2019/05/19,2019/06/22,MAIRIE_DU_5_EME
4256,8102f81001781902,4G,1,24647938,596957,2426190,2.2950779999999997,48.834072,2019/03/15,2019/06/22,RUE_DES_MORILLONS
4279,8102f810017c1401,4G,1,24908801,596275,2430194,2.285757,48.870053999999996,2019/03/15,2019/06/22,VICTOR_HUGO_METRO_L2
4281,8102f810017da508,4G,1,25011464,596574,2425818,2.2898669999999997,48.830726,2019/03/15,2019/06/22,PARC_EXPOS_VERS_HALL4_HALL5
4721,0102f8100316554e,3G,790,21838,601660,2414440,2.359061,48.728468,2019/03/15,2019/06/22,ORLY_OUEST_INDOOR
4738,0102f81003170819,3G,791,2073,600136,2431804,2.338359,48.884534,2019/03/15,2019/06/22,ABBESSES_METRO_L12
4739,0102f8100317177d,3G,791,6013,599522,2429573,2.3299939999999997,48.864484000000004,2019/03/15,2019/06/22,TUILERIES_METRO_L1
4741,0102f81003174ec6,3G,791,20166,597106,2430583,2.2970759999999997,48.873554,2019/03/15,2019/06/22,CDG_ETOILE_METRO_FRIEDLAND
4742,0102f8100317e9f0,3G,791,59888,602774,2427486,2.3742799999999997,48.845721000000005,2019/03/15,2019/06/22,GARE_DE_LYON_METRO_L1
4743,0102f810031837ee,3G,792,14318,602525,2426585,2.370884,48.837624,2019/03/15,2019/06/22,TUNNEL_GSMR_AUSTERLITZ_GARE
4751,0102f81003fa1df4,3G,1018,7668,601615,2430288,2.358508,48.870908,2019/03/15,2019/06/22,RUE_DU_CHATEAU
4752,0102f81003fa62e8,3G,1018,25320,601257,2431026,2.3536330000000003,48.877541,2019/03/15,2019/06/22,PETITS_HOTELS
4753,0102f81003fac723,3G,1018,50979,602805,2430692,2.374723,48.874534999999995,2019/03/15,2019/06/22,AVENUE_VELLEFAUX
4754,0102f81003fac77d,3G,1018,51069,602743,2430977,2.3738799999999998,48.877096,2019/03/15,2019/06/22,COLONEL_FABIEN
4755,0102f81003fb0b79,3G,1019,2937,604437,2430066,2.396952,48.8689,2019/03/15,2019/06/22,PERE_LACHAISE_BIS
4756,0102f81003fb11b0,3G,1019,4528,603796,2427021,2.3881930000000002,48.841537,2019/03/15,2019/06/22,DUGOMMIER
4757,0102f81003fb1995,3G,1019,6549,603902,2430659,2.389669,48.874233000000004,2019/03/15,2019/06/22,PYRENEES
4758,0102f81003fb2b98,3G,1019,11160,603935,2431959,2.3901310000000002,48.885915999999995,2019/03/15,2019/06/22,PORTE_CHAUMONT
4762,0102f81003fb8efc,3G,1019,36604,601905,2432386,2.3624680000000002,48.889762,2019/03/15,2019/06/22,MARX_DORMOY_EU
4763,0102f81003fb9dc3,3G,1019,40387,601992,2427008,2.363629,48.841428,2019/03/15,2019/06/22,PONT_DE_TOLBIAC_BIS
4764,0102f81003fbb98e,3G,1019,47502,601532,2428770,2.3573720000000002,48.857265000000005,2019/03/15,2019/06/22,TEMPLE_TRESOR
4768,0102f81004042116,3G,1028,8470,597939,2428477,2.308436,48.85463,2019/03/15,2019/06/22,INVALIDES
4769,0102f81004042d15,3G,1028,11541,599302,2428864,2.326998,48.858111,2019/03/15,2019/06/22,MUSEE_ANATOMIE
4770,0102f8100404e294,3G,1028,58004,598365,2428296,2.314238,48.853004999999996,2019/03/15,2019/06/22,BRETEUIL_BIS
4771,0102f8100404e3ab,3G,1028,58283,597082,2427927,2.296768,48.849684,2019/03/15,2019/06/22,LA_MOTTE_PICQUET
4773,0102f81004055384,3G,1029,21380,597415,2430982,2.301283,48.877142,2019/03/15,2019/06/22,MM_HELLOSHOW_2017
4774,0102f8100405674c,3G,1029,26444,595966,2427797,2.281571,48.848509,2019/03/15,2019/06/22,OSM_ARDAGH_ANDRE_CITROEN_INDOOR
4776,0102f81004057f2d,3G,1029,32557,600370,2430798,2.3415470000000003,48.875493,2019/03/15,2019/06/22,NOTRE_DAME_DE_LORETTE
4777,0102f8100405bc02,3G,1029,48130,596774,2430060,2.292557,48.868852000000004,2019/03/15,2019/06/22,PEROUSE_BELLOY
4778,0102f8100405cd9e,3G,1029,52638,599560,2430060,2.330511,48.86886,2019/03/15,2019/06/22,HOTEL_HYATT_INDOOR
5226,0102f81016111360,3G,5649,4960,600833,2429211,2.347852,48.86123,2019/03/15,2019/06/22,FNAC_FORUM_PDV1
5227,0102f8101611fb97,3G,5649,64407,601027,2429403,2.350495,48.862955,2019/03/15,2019/06/22,SEBASTOPOL_TRUANDERIE_BIS
5228,0102f8101611fb98,3G,5649,64408,601027,2429403,2.350495,48.862955,2019/03/15,2019/06/22,SEBASTOPOL_TRUANDERIE_BIS
5536,0102f8106204ba85,3G,25092,47749,601471,2431878,2.3565509999999996,48.885197999999995,2019/03/15,2019/06/22,SQUARE_LEON
5537,0102f8106204cbdf,3G,25092,52191,600384,2432087,2.3417380000000003,48.887078,2019/03/15,2019/06/22,CHEVALIER_BARRE
5538,0102f8106204d2a6,3G,25092,53926,599751,2432029,2.333112,48.886557,2019/03/15,2019/06/22,CIMETIERE_MONTMARTRE
5539,0102f8106204efc5,3G,25092,61381,600418,2432320,2.342202,48.889171999999995,2019/03/15,2019/06/22,LAMARCK_CENIS
5540,0102f81062053d26,3G,25093,15654,602444,2432447,2.369814,48.890309,2019/03/15,2019/06/22,MM_104_SOSH_EVENT_2012
5541,0102f8106206001f,3G,25094,31,598514,2431189,2.316257,48.879005,2019/03/15,2019/06/22,VILLIERS
5542,0102f81062062cd2,3G,25094,11474,599526,2430958,2.330047,48.876931,2019/03/15,2019/06/22,OSM_GOOGLE_PARIS_LONDRES_INDOOR
5543,0102f81062073fc2,3G,25095,16322,601958,2424880,2.363157,48.822303000000005,2019/03/15,2019/06/22,JARDIN_MIRO_BIS
5549,0102f8106207f46a,3G,25095,62570,597090,2425740,2.2968919999999997,48.830028000000006,2019/03/15,2019/06/22,PORTE_PLAISANCE
5719,0102f81075047ede,3G,29956,32478,599106,2428090,2.324331,48.851155,2019/03/15,2019/06/22,BON_MARCHE_1_INDOOR
5720,0102f8107504a9b9,3G,29956,43449,599298,2427919,2.326946,48.849618,2019/03/15,2019/06/22,RENNES_CHERCHE_MIDI
6313,8102f810016df407,4G,1,23983111,600593,2430516,2.344585,48.872959,2019/03/15,2019/06/22,BOULE_ROUGE
6314,8102f810016df70b,4G,1,23983883,600484,2429550,2.343099,48.864277,2019/03/15,2019/06/22,RIVOLI
6317,8102f810016e3407,4G,1,23999495,598325,2426195,2.313702,48.834122,2019/03/15,2019/06/22,VOUILLE
6319,8102f810016e7608,4G,1,24016392,595555,2428900,2.275962,48.85842,2019/03/15,2019/06/22,BOULAINVILLIERS
6320,8102f810016e7e02,4G,1,24018434,597623,2431469,2.3041150000000004,48.881519,2019/03/15,2019/06/22,CARNOT
6321,8102f810016e8e06,4G,1,24022534,603916,2433176,2.389883,48.896853,2019/03/15,2019/06/22,CITE_DES_SCIENCES
6322,8102f810016ee206,4G,1,24044038,602860,2431812,2.37548,48.8846,2019/03/15,2019/06/22,LAUMIERE
6323,8102f810016ee209,4G,1,24044041,602860,2431812,2.37548,48.8846,2019/03/15,2019/06/22,LAUMIERE
6324,8102f810016ef104,4G,1,24047876,597754,2431610,2.305899,48.882787,2019/03/15,2019/06/22,LYCEE_CARNOT
6325,8102f810016f2e07,4G,1,24063495,604447,2429607,2.397084,48.864774,2019/03/15,2019/06/22,PLACE_MARTIN_NADAUD
6326,8102f810016f550c,4G,1,24073484,595524,2428244,2.275547,48.852524,2019/03/15,2019/06/22,RADIO_FRANCE
6327,8102f810016f5609,4G,1,24073737,595630,2428614,2.276987,48.85585,2019/03/15,2019/06/22,RAYNOUARD_BRUNEAU
6328,8102f810016f580b,4G,1,24074251,601598,2430641,2.358278,48.87408,2019/03/15,2019/06/22,RECOLLETS
6329,8102f810016f5d03,4G,1,24075523,602862,2432193,2.375509,48.888024,2019/03/15,2019/06/22,RICQUET
6330,8102f810016f630a,4G,1,24077066,603018,2428439,2.377609,48.854285,2019/03/15,2019/06/22,RUE_BASFROI
6331,8102f810016f6809,4G,1,24078345,600744,2431629,2.346644,48.882961,2019/03/15,2019/06/22,RUE_CONDORCET
6332,8102f810016f7b05,4G,1,24083205,600645,2429029,2.345291,48.859594,2019/03/15,2019/06/22,SAMARITAINE
6335,8102f810016f970b,4G,1,24090379,597183,2428194,2.2981409999999998,48.852084000000005,2019/03/15,2019/06/22,SUFFREN
6354,8102f81001724106,4G,1,24264966,602935,2431306,2.3764979999999998,48.880052,2019/03/15,2019/06/22,MATHURIN_MOREAU
6357,8102f81001730103,4G,1,24314115,613210,2444420,2.516916,48.997777,2019/03/15,2019/06/22,ROISSY_EN_FRANCE
6360,8102f81001738501,4G,1,24347905,597082,2427927,2.296768,48.849684,2019/03/15,2019/06/22,LA_MOTTE_PICQUET
6390,8102f81001779009,4G,1,24612873,601945,2425613,2.3629830000000003,48.828891,2019/03/15,2019/06/22,PARC_DE_CHOISY_BIS
6398,8102f8100178c104,4G,1,24690948,597096,2430658,2.296939,48.874228,2019/03/15,2019/06/22,CDG_ETOILE_METRO_L1
6399,8102f8100178cd01,4G,1,24694017,601925,2427045,2.362717,48.841761,2019/03/15,2019/06/22,PONT_DE_TOLBIAC_TER
6413,8102f810017ba40b,4G,1,24880139,599158,2429106,2.325037,48.860286,2019/03/15,2019/06/22,RERC_M_ORSAY
6424,8102f810017db701,4G,1,25016065,602114,2431458,2.365312,48.881422,2019/03/15,2019/06/22,LOUIS_BLANC_METRO_L7_7BIS
6830,0102f8100316ea24,3G,790,59940,602462,2414443,2.369957,48.728493,2019/03/15,2019/06/22,ORLY_SUD_PISTES_EST
6833,0102f81003170cea,3G,791,3306,600704,2429102,2.346095,48.86025,2019/06/09,2019/06/22,CHATELET_METRO_L14
6834,0102f81003170cea,3G,791,3306,600729,2429111,2.346435,48.860331,2019/03/15,2019/06/08,CHATELET_METRO_L14
6837,0102f8100317a845,3G,791,43077,601465,2431456,2.356468,48.881405,2019/03/15,2019/06/22,GARE_DU_NORD_METRO_L5
6838,0102f8100317f1da,3G,791,61914,597106,2430583,2.2970759999999997,48.873554,2019/03/15,2019/06/22,CDG_ETOILE_METRO_FRIEDLAND
6844,0102f81003fa4563,3G,1018,17763,602805,2430692,2.374723,48.874534999999995,2019/03/15,2019/06/22,AVENUE_VELLEFAUX
6845,0102f81003fa568b,3G,1018,22155,603233,2429819,2.380548,48.866687,2019/03/15,2019/06/22,PARMENTIER_BIS
6846,0102f81003faace3,3G,1018,44259,601547,2430927,2.357584,48.876651,2019/03/15,2019/06/22,ALSACE_NOVEMBRE
6850,0102f81003fb124b,3G,1019,4683,604490,2430472,2.397678,48.872547999999995,2019/03/15,2019/06/22,SQ_MENILMONTANT_BIS
6853,0102f81003fb4670,3G,1019,18032,604270,2429782,2.394674,48.866347999999995,2019/03/15,2019/06/22,ANNAM
6854,0102f81003fb55d0,3G,1019,21968,603238,2432772,2.3806380000000003,48.893226,2019/03/15,2019/06/22,LA_VILLETTE
